title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
DON'T TRUST THE REVIEWS about how great this tastes,"People.....DON'T TRUST THE REVIEWS about how great this tastes. I'm not sure who might be giving people incentives to write good reviews about the taste of this stuff, but WOW, is it AWFUL! I tried 2 sips of the chocolate and literally poured the whole shake out. This shake mix is LOADED with artificial sweetener and the taste is literally the worst shake I've ever tried. EVER. I honestly can't believe people like this stuff. I'm not that picky about shakes, I realize they aren't meant to taste like chocolate milk if you want any kind of nutrition or vitamins/protein, but this stuff literally tastes like opening a packet of Splenda and pouring it directly in your mouth. Look elsewhere if you want something you can swallow. They also charge you to send it back, $6 or more, so you can't get a full refund when you try this and hate it. I've been looking for an alternative to Thrive shakes because they are so expensive, this one is not it. Don't waste your time and money on this. Yuck.",04-Aug-17,SM,https://www.amazon.com/gp/profile/amzn1.account.AFCUN27MJERNVL7GXOLYCN4WT7AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Morning routine,"Update: price increased to nearly double the price . Definitely not worth it. Found another seller.

I mix this almost every morning , one scoop (Instead of 2) along with one banana , one scoop of PB2 and almond milk . With one scoop it���s not quite as sweet and gives just enough vanilla to compliment the peanut butter and banana without being overwhelming . I notice That the days I have This for breakfast I tend to feel a bit better than other days. The vitamin content is good and replaces a multivitamin for me . Sometimes I blend some Cheerios in there if I���m feeling more hungry for carbs. Sometimes I add A scoop of yogurt. It���s much more filling and cost effective than buying premade yogurt smoothies. Usually I will Prepare it the night before and then add ice and blend quick in The morning for a fast breakfast on the go to bring to work with me .",17-Oct-20,PhoenixRose,https://www.amazon.com/gp/profile/amzn1.account.AFKD67YGAHQM4HZ44FQZF3BG3NXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"I had high hopes, but so far I'm really dissapointed with this purchase.","I just got my order today; I was looking forward to trying it out. I mixed it up with the amount of requisite water with 2 scoops, I shook it up, in my shake mixer cup that has worked with the other shakes I have tried with no issue, I went to taste it ��� and it was just bland. It tasted like I hadn���t put enough of the powder in it, though I put in 2 scoops. I added another to see what it would do to the flavor, but it didn���t help at all.
I ordered the chocolate, I figured it would at least taste chocolate-ish, but it only smells that way. The consistency stayed to that of water and was a bit chalky instead of the creamy like consistency I would get with other shakes of this nature. It also hasn���t sat well in my stomach and I drank it about 20 minutes ago.
Does this stuff expire or what?
I���m really disappointed and am hesitant to even try another flavor if they all taste this bland though it looks to be a really good shake.",30-Jun-17,MJMarney,https://www.amazon.com/gp/profile/amzn1.account.AHGOAT37OMUYRBYGL4WA72GZYMFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Half full.,"I just received this a day or so ago and have not opened it yet but when I look at in in the light it is half full. Why put it in a bigger can when it is half full. ??!!! DREADFUL I WOULD LIKE MY MONEY BACK. IF I HAD KNOWN IT WOULD BE HALF FULL, I WOULD NEVER HAVE BOUGHT IT.",23-Aug-23,Pam,https://www.amazon.com/gp/profile/amzn1.account.AEPLBZ4KISXRQOHTGJI327MLV2AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Taste is foul,"Didn't see the steviol crap at the bottom of the ingredients, or I would never bought it. Tried it anyway because it was so far down, but I couldn't even get half down and now have heartburn. Gross and waste of money",02-Jul-23,DW95,https://www.amazon.com/gp/profile/amzn1.account.AF56GZU6XOHORJLCJNSJWI7WY3XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Gross,"I bought this because of all the rave reviews. I have no clue if my taste buds are wack or if I'm not drinking the same product because EW. Does not taste like vanilla and is very chalky with a strange after taste & leaves a thick coating in your mouth. The only way I've been able to mask the flavor is in a smoothie with a ton of berries and added juice, you could still taste the chalkiness but it was at least bearable, or in a shake with ice cream (which is the opposite of what I'm trying to do, which is lose weight lol). I have no clue how these people are mixing with water and drinking, yuck. Spend the extra $9 to buy something that doesn't taste like you're licking a chalk eraser.",04-Jun-20,Paige A,https://www.amazon.com/gp/profile/amzn1.account.AFMDRUZGQXGMRVEG5QAZBBAXWHJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,4,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Decadent Chocolate...no way. Grainy texture. Hard to mix. It's going back.,"I got this protein powder due to all the fabulous reviews, ""tastes great, mixes well, my favorite shake powder..."" I can speak for the Decadent Chocolate...it's horrible, and I am not usually so harsh. It didn't mix well, and after I shook the heck out of it (mixed with milk) in a blender cup, it was still very grainy in texture and had no real chocolate flavor that I could detect. It had an awful aftertaste. I could only take about three swallows, vigorously shaking my cup in between thinking I could mix it better and it would taste better. Not. I know this was really cheap...I'll gladly pay more and get something I can enjoy. It's going back.",05-Apr-21,Shelley L Lee,https://www.amazon.com/gp/profile/amzn1.account.AFA3RP6QCUXTP5TQHBNPZ2RXF4VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Truly disappointed,"I went off of the reviews and to my disappointment, I will never buy either vanilla or chocolate again or any of these shakes again. I bought vanilla and it was not the very best taste. But after reading the reviews about chocolate, I figured I would give it a try and maybe Vanilla is just not my flavor. From the reviews, I just knew that chocolate would be better. Well I received it yesterday and made my shake this morning expecting a turning point,but sadly I can���t even finish my shake. It���s disgusting and bitter. I do not want to add extra flavor due to the calories and sugar content which I shouldn���t have to if I do not want to. I am very displeased with this product. After all of the great reviews, it just makes me wonder if these reviews are really honest on here.",05-Nov-17,Michele,https://www.amazon.com/gp/profile/amzn1.account.AE7A52G4WFIUGRDDQ7HXTXTT4HHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,1 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Dont buy this if your allergic to dairy!,I bought this thinking it was a lactose/dairy free product. This came up in my search as that. I carefully looked at the Ingredients just to be sure. The picture in the description doesn't show anything about dairy intact the bottom section of other Ingredients is cut out of the picture. Now this is a problem if you can't drink dairy/lactose or soy which is also in there. This information needs to be available to people before they purchase it. Because I already opened it and dumped it into my container with the remaining contents of my last protein mix of an different brand. So now I cant use any of it. Of course I didn't notice until I was done doing all of that so now I cant even return it! Very frustrating!,19-Jan-19,aburch32,https://www.amazon.com/gp/profile/amzn1.account.AHA7TV7F6NN6VP7LFSA2JNKOIGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,38,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Super Gross,"I bought this protein powder in hopes of adding it to smoothies for extra nutritional value. I added one scoop of this powder to an entire blender of smoothies and it tasted so strong and chalky that my husband and I couldn't drink them. I even went back and tried to empty some out and add more fruit and liquid, but nothing could balance out the intensely chalky flavor.

I picked these powder since it had some of the best reviews in regard to taste, but I do not understand those reviews at all. We used it that one time and it has sat unused in our cabinet ever since - not worth ruining perfectly good smoothies!",31-Aug-20,Angelica Bradley,https://www.amazon.com/gp/profile/amzn1.account.AEEJHOXXTLW5WABKY6KH6GXA2A6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Doesn't taste good,The product was smaller than anticipated for the price. Additionally it is very watery. I tried adding another scoop but that didn't help. It's still watery! The flavor (vanilla) just tastes like cardboard.,03-Aug-23,Fancy,https://www.amazon.com/gp/profile/amzn1.account.AHUKOIFKIWDHH7VCM2L33VLYXTHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Not for me,I had a horrible allergic reaction resulting in hives for 2 weeks which only returned once I tried it again. I then noticed there���s latex in it? Or people with a latex allergy should not consume it? Super weird. Wish I could return. Will not be buying again.,23-Feb-23,Kayla K.,https://www.amazon.com/gp/profile/amzn1.account.AEE7EDOGTO45MBYMF6UOJPOCSQUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Explosive and painful diarrhea!!!,"When I got this product I was so excited and started using it as suggested! By the third or fourth day got baaaad diarrhea, I stopped for one day to see if that was the reason. Guess what!? When I tried it again, in couple hours had to run to the bathroom, spent about an hour there (no lie) and the colics were so painful I felt like dying. My first order was late so I had to get a replacement which I'll have to pay for something that actually got me sick and does not advise of this possible side effect.",28-Aug-20,Evelyn Jim,https://www.amazon.com/gp/profile/amzn1.account.AGCHSB7O53TLE7PXWPYGNAIXMJSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,2,1,2,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
Taste horrible,Waste of money,01-Dec-23,Okema Willis,https://www.amazon.com/gp/profile/amzn1.account.AFCIT7IUNJXUJT7DTHGKBP3X4ADA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Clumpy,"The taste was rather bland in my opinion. That���s probably because no matter what I do or how I mix it, it does not mix. There are nasty clumps of powder floating. Might as well just scoop it into your mouth. I regret the purchase, especially at this price.",06-Feb-23,Miss D.,https://www.amazon.com/gp/profile/amzn1.account.AHVZQTPL6NOS6MIU5SIL37MYTQSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Rip off,I have purchased this product for years and today the container arrived sealed but only half full! The protein powder is delicious mixed with milk but this has never happened to me before.,18-May-23,Hollister Bannister,https://www.amazon.com/gp/profile/amzn1.account.AG5ZSBGLJYYKICHAP5PNKGCFELZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,1,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Didn���t like it,The moment I opened it and smelled it I wanted to throw up. It taste nothing like vanilla. Other than that I don���t know if it���s good because I never used it again after that first time.,24-Feb-23,Leirym Castro,https://www.amazon.com/gp/profile/amzn1.account.AEXF2XPGWXOYYHAIQHVFPVY7GM7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
TASTE HORRIBLE!,"I personally love Protein World Salted Carmel Protein Powder and was not willing to repurchase it so I decide to buy this Nature Bounty Protein Powder.

I hate this shake! It has a TERRIBLE aftertaste that Protein World Powder does not have. It is also grainy even when whipped. I will not be repurchasing it but will swallow my pride and buy the Protein World Powder again. I wanted to like this shake so bad because of all it's great reviews and affordable price I thought I would. Save your coins it's not worth it.

I will most likely throw it away (that's how bad it tastes).",22-May-20,guidalia,https://www.amazon.com/gp/profile/amzn1.account.AEFTADNYS6FFDKFLBBK6M7TN3Y2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
"vile tasting, gritty , gross",I have used natures Bounty supplements before but I so disappointed by this product. It tastes vile. It barely dissolved after stirring and shaking for a long time. It was undrinkable. waste of money. Plus the font on the label is microscopic it took a magnifying glass to even read the instructions. Going back to fairlife.,10-Sep-22,juniper,https://www.amazon.com/gp/profile/amzn1.account.AHBIZTMKC3FOSMWQQ7HL4QA444BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
I liked it but not at the current price,"Update- went to buy a 2nd container and now its 3x's the price.
Ill look elsewhere. The flavor is about like any vanilla protein shake mix.

Oh wait, the chocolate is $10 cheaper. Kinda shady pricing. Look elsewhere

Old review - It's.....ok. i'll be honest, I dont like this type of drink or the premixed boost type drinks. It is slighly thick and grainy but tolerable. It is the cheapest product like this that I have found palatable and very filling without me having to to add a bunch of stuff and for this I recommend it.",23-Aug-20,Meda,https://www.amazon.com/gp/profile/amzn1.account.AFRUD3CIGC72MATAOCKOCXUJNRYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,1 out of 5 stars,{'Flavor Name': 'VanillaSize: 16 Ounce (Pack of 1)'}
